feature/_exemplar_ENGLISH	FFrq	monkey	beaver	bison	dromedary	squirrel	hedgehog	donkey	giraffe	hamster	deer	dog	polar_bear	kangaroo	cat	cow	rabbit	llama	lion	mouse	rhinoceros	hippopotamus	elephant	horse	sheep	tiger	pig	bat	fox	wolf	zebra	eagle	dove	duck	magpie	pheasant	vulture	rooster	turkey	cabary	kip	cuckoo	crow	chickadee	seagull	blackbird	sparrow	stork	parrot	parakeet	peacock	pelican	penguin	heron	robin	woodpecker	ostrich	owl	falcon	swan	swallow	anchovy	dolphin	trout	goldfish	shark	herring	squid	cod	carp	orca	eel	piranha	plaice	flatfish	sperm_whale	ray	sardine	pike	stickleback	sole	whale	salmon	swordfish	bee_	leech	horsefly	centipede	fruit_fly	bumblebee	cockroach	beetle	cricket	dragonfly	ladybug	louse	maybug	ant	moth	mosquito	earwig	wood_louse	caterpillar	spider	grashopper	fly	butterfly	flee	wasp	worm	viger	alligator	boa	cobra	dinosaur	gecko	lizard	blindworm	caiman	chameleon	frog	crocodile	iguana	toad	python	salamander	tortoise	snake	monitor_lizard	turtle
eats_plankton	26	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	2	1	0	0	0	0	0	1	0	2	2	1	1	2	2	2	2	2	3	1	1	2	2	2	2	2	1	2	2	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1
gives_pain	26	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	1	0	0	0	2	0	0	0	1	0	2	0	0	0	2	0	0	0	0	4	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0
has_a_split_tongue	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	0	0	1	2	0	1	1	0	0	1	4	1	0	4	1	0
has_eyes	26	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
has_large_eyes	26	1	1	0	1	1	0	1	1	1	2	2	2	2	1	2	0	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0
has_teeth	26	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	3	2	4	2	2	3	3	4	2	4	2	2	4	2	2	4	3	2	3	3	3	1	1	1	2	1	1	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	1	1	3	4	4	4	4	4	4	3	4	4	1	4	4	1	4	4	2	4	4	2
lives_in_cold_areas	26	0	0	0	0	1	1	0	0	0	1	1	4	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
makes_web	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
does_not_taste_well	27	3	3	2	3	3	3	3	3	3	1	3	3	2	3	0	1	3	3	3	3	3	3	2	0	3	0	3	3	3	3	3	3	1	3	2	3	2	0	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	0	3	3	1	2	0	3	3	2	2	1	3	3	2	3	3	3	1	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
has_a_sting	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is_fin-footed	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	2	0	3	2	0	1	0	2	2	0	0	3
is_sometimes_eaten_by_man	27	2	1	2	0	0	1	1	0	0	3	3	2	2	3	3	3	0	1	1	1	1	3	3	3	1	3	0	0	1	2	0	3	3	0	3	0	2	3	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	3	2	3	1	2	3	3	3	3	1	3	2	3	3	2	3	3	3	3	3	2	3	2	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	3	1	0	0	0	2	1	1	1	1	0	0	1	0	1	1	3	2	1	1	1	2	2	2	1	1
is_sweet_	27	2	1	0	0	3	2	3	1	4	2	4	0	1	2	1	4	0	0	1	1	1	1	2	2	0	1	0	0	0	2	0	0	2	0	1	0	0	0	2	0	0	0	2	0	2	2	0	1	2	0	1	2	0	2	0	0	1	0	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	2	0	1	1	0	0	0	1	1	0	1	1	2	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	2
has_a_large_wingspread	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	4	1	0	1	2	0	3	0	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
has_short_paws	28	1	4	0	0	3	4	0	0	3	1	1	0	1	2	0	3	0	0	3	1	1	0	0	3	0	3	3	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	3	3	0	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	2	2	3	3	3	3	2	1	4	1	1	2	3	3	1	4	3	3	4	4	3	1	3	4	1	3	4
has_two_eyes	28	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
lives_in_the_ocean	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	4	1	1	4	3	4	4	2	4	2	2	3	3	4	3	3	1	4	4	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2
lives_under_the_ground	28	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0
gives_milk	29	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	2	4	3	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is_not_dangerous	29	2	3	2	2	4	4	3	2	4	3	2	0	3	3	3	4	2	0	3	1	1	2	2	4	0	4	3	2	0	3	1	4	4	3	3	1	3	3	4	4	4	2	4	2	4	4	2	3	4	4	3	4	3	4	3	2	3	2	3	4	4	4	4	4	0	4	3	4	4	2	4	1	4	4	4	4	4	4	4	4	2	4	3	2	0	2	4	4	3	4	4	4	2	4	2	4	3	4	3	4	4	4	1	4	4	4	4	1	4	0	1	0	0	1	3	4	2	1	4	2	1	3	2	0	4	3	1	2	3
stands_in_meadows	29	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
can't_fly	30	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	4	4	4	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	4	0	4	0	0	4	2	3	0	0	4	0	3	0	0	4	4	4	4	3	0	0	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
cartoon_figure	30	3	1	0	1	3	1	3	1	1	3	4	1	2	4	2	3	0	3	4	0	0	4	1	1	2	3	0	1	1	1	0	0	3	0	0	1	1	0	1	1	0	0	0	1	0	2	1	1	0	0	3	4	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	0	1	0	0	2	1	0	1
has_many_paws	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
has_prickles	30	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
incites_fear	30	0	0	3	0	0	0	0	0	0	0	1	4	0	0	0	0	0	4	2	2	1	2	0	0	4	0	3	0	4	0	2	1	1	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	4	0	2	0	0	4	0	3	0	0	2	0	0	0	0	0	3	0	2	3	4	3	1	0	2	3	0	0	2	0	0	0	1	0	0	1	1	1	4	0	0	0	0	4	1	4	4	4	4	4	2	1	3	4	0	0	4	2	0	4	1	0	4	3	0
is_exterminated	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	3	2	4	3	2	2	1	3	2	3	3	4	3	3	3	3	3	4	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is_rare	30	0	0	2	0	0	1	0	0	1	0	0	4	0	0	0	0	0	3	0	3	2	3	0	0	3	0	0	0	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	2	0	0	0	1	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	0	2	1	2	0	2	1	0	2	0	0	0	2	0
lives_in_nature	30	4	4	4	3	4	4	2	4	2	4	0	4	4	1	3	3	3	4	4	4	4	4	3	2	4	2	4	4	4	4	4	2	4	4	4	4	1	2	2	1	4	4	4	4	4	4	4	4	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
small_and_large_kinds	30	4	0	1	0	0	0	0	0	1	2	4	0	0	1	1	3	1	0	1	0	0	0	2	0	1	2	2	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	3	0	0	1	2	1	0	0	0	2	1	0	0	0	1	0	3	3	0	3	0	0	1	1	1	0	0	1	1	0	0	0	0	2	1	0	0	2	1	1	0	0	1	2	1	1	1	0	1	2	1	1	0	0	2	3	1	1	3	0	1	2	1	1	0	0	3	0	2	1	0	1	3	2	1	2	0	2	4	4	1	3
doesn't_live_in_our_country	31	3	1	4	4	0	0	0	4	0	0	0	4	4	0	0	0	4	4	0	4	4	4	0	0	4	0	0	0	1	4	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	1	0	0	3	0	0	0	0	2	4	1	0	4	0	3	0	1	4	0	4	1	1	2	1	2	1	1	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	1	2	4	4	0	4	4	0	4	0	3	3	3	3
has_a_long_bill	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is_smooth	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	4	4	0	0	1	4	0	0	3	0	0	2	4	3	0	4	0	0
lives_on_land_and_sea	31	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	1	1	1	0	4	0	4	4	0	3	2	3	3	2	0	4
hunts	32	0	1	0	0	0	0	0	0	0	0	1	4	0	3	0	0	0	4	0	1	0	0	0	0	4	0	0	3	4	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	3	0	0	0	3	3	0	0	0	0	0	0	4	0	0	0	1	3	0	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4	4	1	1	0	4	1	1	4	1	1	4	1	1	2	1	1
lives_in_grass	32	0	1	3	0	0	2	1	1	1	1	0	0	2	0	3	2	0	0	3	0	1	1	2	3	1	1	0	1	1	3	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1	1	0	1	2	1	1	1	1	2	1	2	1	1	1	1	3	2	1	2	2	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1
lives_in_tropical_areas	32	3	1	2	3	1	1	1	3	0	0	1	0	2	1	0	1	2	3	1	3	3	3	1	0	3	1	0	0	0	3	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	3	2	0	0	0	1	1	1	2	0	1	0	0	0	2	0	1	2	0	1	0	0	2	0	2	0	0	1	0	0	0	1	0	2	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	3	3	1	4	3	2	4	4	3	3	4	2	3	3	3	3	4	3
rodent	32	0	4	0	0	4	1	0	0	4	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_colour	33	2	2	4	0	2	4	0	0	0	0	1	0	0	1	1	1	0	0	0	3	3	2	1	0	0	0	4	1	2	0	3	0	0	3	1	4	1	2	0	0	2	4	1	0	4	2	0	0	0	0	0	0	0	0	1	1	1	3	0	3	2	0	1	0	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	0	2	4	2	3	2	3	4	2	0	0	2	2	3	2	3	4	3	1	4	1	4	0	2	1	0	3	3	1	1	2	1	1	1	3	1	1	3	2	2	2	2	1	1	2	1
frightens_people	33	0	0	3	0	0	0	0	0	0	0	1	4	0	0	0	0	0	4	2	2	1	2	0	0	4	0	3	1	4	0	2	1	1	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	3	0	3	0	0	4	0	3	0	0	2	0	0	0	0	0	3	0	2	3	4	4	1	0	2	4	1	0	1	0	2	0	1	1	0	2	2	2	4	0	0	0	1	4	2	4	4	4	4	4	2	1	3	4	0	0	4	2	0	4	1	0	4	3	0
is_pink	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
occasionally_occurs_in_films	33	2	0	3	1	0	0	2	1	1	2	3	2	3	3	2	2	0	3	2	0	0	2	3	2	2	2	2	0	3	1	2	2	2	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	3	1	2	0	0	2	0	1	3	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	1	1	3	0	0	0	1	0	1	2	0	1	1	0	1	2	0	1
feels_soft	34	2	2	2	2	3	0	2	1	3	2	4	2	2	4	1	4	1	1	1	0	0	0	2	2	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
has_a_fur_(in_dutch:_vacht)	34	3	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	3	1	1	1	4	4	4	1	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
has_no_paws	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	4	4	0	0	0	4	0	0	0	0	0	0	4	0	0	4	0	0
is_slimy	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	3	2	3	4	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	3	0	3	3	0	0	1	4	0	0	4	0	0	4	3	3	0	3	0	0
is_ugly	34	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	3	0	0	0	1	2	0	0	1	3	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	2	2	0	3	3	2	1	0	3	1	1	0	0	2	1	2	2	1	4	3	2	3	1	1	0	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1
makes_a_sharp_sound	34	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	3	0	0	1	1	1	0	2	1	1	0	3	1	3	1	1	1	4	1	1	1	0	1	1	1	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sings	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	3	0	4	2	0	0	3	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is_a_migratory_bird	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
