Item	FFrq	can_opener	plate	toaster	bottle	furnace	fridge	glass	towel	kettle	whisk	coffee_maker	bowl	spoon	microwave	mixer	nutcracker	place_mat	oven	pan	jar	grater	scissor	apron	spatula	mug	teaspoon	colander	fork	electric_kettle	scales	wok	sieve	bra	blouse	pants	tie	shirt	hat	coat	jeans	tracksuit	dress	costume	boots	cap	hat	pyjamas	belt	skirt	overalls	shoes	shorts	scarf	panties	socks	sweater	top	jumper	t-shirt	mittens	bathing_suit	accordion	banjo	bass_guitar	cello	cymbals	contrabass	bagpipe	drum_set	piccolo	bassoon	flute	guitar	harp	clarinet	harpsichord	harmonica	organ	panpipe	piano	saxophone	synthesizer	tambourine	triangle	trombone	drum	trumpet	violin	car	boat	motorbike	moped	bus	truck	delivery_van	caravan	submarine	bicycle	go-cart	helicopter	hovercraft	jeep	cart	carriage	hot_air_balloon	subway_train	motorbike	rocket	skateboard	sled	scooter	taxi	tractor	tram	train	airplane	truck	Zeppelin	bazooka	knuckle_dusters	bow	dagger	rifle	grenade	canon	catapult	club	machinegun	pistol	shield	spear	stick	tank	double-barrelled_shot_gun	sword	whip	anvil	chisel	axe	drill	crowbar	spanner	lawn_mower	hammer	clamp	pickaxe	crowbar	wheelbarrow	knife	wrench	oilcan	filling-knife	plough	plane	shovel	screwdriver	grinding_disc	nail	wire_brush	vacuum_cleaner	pliers	rope	paintbrush	file	level	saw
drivers_licence_not_required	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	1	1	3	3	0	0	0	1	1	1	0	0	1	3	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drives_above_the_ground	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	4	4	4	4	0	3	3	1	1	3	3	3	1	0	3	1	3	1	3	3	3	3	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
drives_on_a_highway	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	3	4	4	4	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drives_on_a_road	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	4	4	4	4	0	3	1	0	0	3	3	3	0	0	3	0	2	0	2	3	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drives_on_fields	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
drives_on_land	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	2	0	1	1	0	0	2	1	1	0	1	1	0	1	1	1	1	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
drives_under_ground	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
een_example_is_the_piccolo	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
emits_fire_at_the_bottom	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
emits_smoke	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	0	0	1	1	2	0	0	0	1	2	2	0	0	0	2	2	0	1	2	2	0	3	0	0	0	3	2	3	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
especially_played_by_older_people	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
especially_used_by_boys	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	2	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
especially_used_by_women	21	1	0	0	0	2	1	0	2	2	2	1	1	1	1	2	1	2	2	2	2	2	0	3	2	1	1	2	1	1	2	2	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
especially_used_for_vegetables	16	0	1	0	0	0	3	0	0	1	0	0	2	0	1	1	0	0	1	1	2	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
especially_used_with_nice_weather	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	1	0	2	3	1	0	1	0	1	3	0	3	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
everybody_has_it	43	1	2	0	2	1	1	2	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	1	0	0	1	2	0	2	0	2	1	2	2	0	0	1
exists_in_different_brands	46	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	4	3	3	3	3	4	3	3	4	3	4	4	2	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	4	2	3	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3
exists_in_different_colors	730	3	4	4	3	4	4	3	4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	2	2	2	3	4	2	2	4	4	4	2	2	4	3	3	4	2	4	3	2	3	4	3	2	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	3	1	4	3	2	2	3	2	2	3	4	3	2	3	3	4	3	2	2	2	4	2	2	4	4	4	3	2	4	3	2	3	3	2	2	3	3	2	2	2	4	3	2	4	2	3	3
exists_in_different_colors_and_different_forms	4	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	2	3	2	2	3	2	3	1	2	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	3	3	3	1	2	1	1	3	2	1	2	3	2	1	2	2	2	3	3	1	3	2	2	2	3	2	2	4	4	4	3	3	3	2	3	2	4	4	3	3	2	4	4	3	3	3	2	2	4	3	3	3	2	3	4	3	2	1	3	2	2	3	2	2	3	2	2	3	4	3	2	2	1	3	3	2	2	2	2	1	2	4	3	3	2	1	1	3	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	1	2
exists_in_different_forms	166	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	2	4	2	1	1	2	3	2	2	3	1	2	2	3	2	1	1	1	3	1	3	2	2	2	2	2	3	2	1	4	4	4	3	4	4	3	4	3	4	4	3	3	3	4	4	3	4	3	3	3	4	4	3	4	3	4	4	4	3	1	2	3	2	3	2	3	3	2	3	3	4	3	2	2	1	3	2	2	3	3	3	1	2	4	2	2	1	1	2	3	2	3	1	3	1	1	2	2	2	3	3	1	2	2	1	1	2
exists_in_different_kinds	155	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	3	4	4	4	4	4	4	4	3	3	3	4	4	4	4	4	3	3	4	4	3	4	4	4	3	3	4	4	4	4	3	3	3	4	3	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	3	2	2	3	2	2	3	3	2	2	2	2	3	2	3	3	2	2	2	2	4	2	2	4	4	3	3	4	4	3	4	4	4	4	4	3	3	4	4	4	3	3	3	4	4	4	4	4	3	4	4	4	3	1	2	4	2	3	2	3	3	2	3	3	3	3	3	2	1	3	3	3	2	2	3	1	2	3	2	2	2	2	1	2	2	1	1	2	2	2	2	3	2	3	3	2	3	3	2	3	3
exists_in_different_lengths	9	0	0	0	2	0	1	1	1	0	1	0	0	3	0	0	0	1	0	1	1	2	1	1	1	0	1	0	1	0	0	1	1	0	1	4	3	3	1	4	4	2	4	1	3	2	0	4	4	4	3	2	4	4	1	4	3	2	3	3	0	1	1	1	2	0	0	0	0	0	2	0	3	2	1	2	2	0	2	3	3	2	2	0	0	1	0	1	2	2	4	1	1	4	3	3	3	4	2	2	1	3	1	3	2	2	4	1	2	2	4	2	2	2	4	4	3	4	2	2	0	2	4	3	2	3	2	3	3	3	2	4	4	2	2	4	4	1	2	4	1	3	1	0	2	2	3	3	0	3	3	1	1	1	3	3	3	0	4	2	0	2	4	3	3	1	3
exists_in_different_materials	6	2	1	3	1	4	3	0	1	0	1	3	1	1	3	4	0	1	3	1	0	0	2	1	0	1	1	1	1	4	4	1	2	3	4	3	1	3	2	4	3	1	1	3	2	1	2	1	3	3	4	4	1	1	1	1	1	1	1	1	1	1	2	2	2	3	0	3	3	3	1	3	0	3	3	2	3	2	3	0	3	1	2	3	0	0	3	0	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	1	1	3	2	2	1	1	3	1	1	2	1	2	0	2	1	1	1	1	2	3	4	0	0	4	3	3	2	0	2	1	1	1	2	2	2	3	3	1	0	2	3	2	0	4	0	4	4
exists_in_different_measurements	32	1	3	3	4	3	3	4	2	3	1	3	3	3	3	2	0	3	3	3	3	3	3	3	1	3	0	3	3	1	3	3	3	2	2	3	2	2	3	3	2	2	3	2	2	2	1	2	2	3	2	2	2	3	2	3	2	2	2	2	1	3	3	3	3	1	2	1	0	2	1	1	2	3	1	1	2	1	3	3	3	1	3	3	3	1	3	1	2	4	3	2	2	3	3	2	3	3	3	3	2	3	1	3	3	2	2	2	2	2	3	1	2	3	2	2	3	3	2	2	1	2	3	2	2	3	3	2	2	2	3	2	3	2	1	2	3	4	3	3	4	2	3	3	4	4	4	3	2	3	3	2	1	3	3	2	3	3	3	3	3	3	3	3	3	2	3
exists_in_different_sizes	290	0	3	2	3	3	3	3	2	3	1	3	3	3	3	2	0	3	3	3	3	3	3	3	1	3	0	3	3	1	3	3	3	4	3	4	3	4	2	4	4	4	4	4	4	2	2	3	2	4	4	4	3	3	4	4	4	4	4	4	2	4	2	1	1	1	2	1	1	3	0	1	2	2	1	1	2	0	2	3	2	1	3	3	1	1	3	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1
exists_in_different_sizes	121	1	4	4	4	4	4	4	3	4	2	4	4	4	4	3	1	4	4	4	4	4	4	4	2	4	1	4	4	2	4	4	4	3	3	4	4	3	4	3	3	3	3	3	4	4	3	3	4	3	3	3	4	3	3	3	3	3	4	4	2	4	2	2	2	2	3	2	1	3	2	2	3	3	2	2	3	2	4	4	4	2	4	4	4	2	4	2	3	4	4	3	3	4	4	3	4	4	4	4	3	4	2	4	4	3	3	3	3	3	4	2	3	4	3	3	4	4	3	2	2	4	4	3	3	4	4	3	3	3	4	3	4	3	2	3	4	4	3	4	4	3	3	4	4	4	4	3	3	4	3	3	2	4	4	3	4	4	4	4	4	4	4	4	4	3	4
exists_in_different_thicknesses	9	0	3	0	3	0	0	4	2	0	0	0	2	1	0	0	0	3	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	3	1	0	1	4	2	1	2	2	2	2	1	3	1	3	2	2	1	3	2	4	2	1	3	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	3	0	0	1	0	2	1	1	2	3	4	1	1	2	2	0	2	2	2	2	1	0	1	0	1	1	0	1	1	0	0	0	0	0	3	0	4	1	0	0	4	4	2	0	1
exists_in_different_tube_lengths	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exists_in_different_types	43	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	3	4	4	4	4	4	4	4	3	3	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	3	2	2	3	2	2	2	3	2	2	2	1	3	2	3	3	3	2	1	2	4	2	2	4	4	3	3	3	4	3	4	3	4	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	3	4	4	4	3	2	2	3	2	3	2	3	3	2	3	3	3	3	2	2	1	3	2	3	3	3	4	1	2	4	2	2	2	2	1	2	2	1	1	2	2	2	2	3	2	3	4	2	2	3	2	3	3
exists_in_pairs	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
facilitates_removal_of_wallpaper	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
featured_in_a_brass_band	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
featured_in_a_Luc_Steeno_song	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
featured_in_an_orchestra	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	1	4	4	2	1	4	4	2	0	2	0	3	1	0	1	3	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
featured_in_Cinderella	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
featured_in_Tintin	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feels_rough	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	0	1
fires_torpedos	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
